,Edad,Mujer,Combat.hunterX,Emotion.hunterX,Qual.hunterX,Duration.hunterX,Rating.hunterX,Combat.dragonball,Emotion.dragonball,Qual.dragonball,Duration.dragonball,Rating.dragonball,Combat.naruto,Emotion.naruto,Qual.naruto,Duration.naruto,Rating.naruto,Combat.bnha,Emotion.bnha,Qual.bnha,Duration.bnha,Rating.bnha
5669,47,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
9590,25,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
4988,41,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
11132,48,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
2378,39,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
7431,43,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
7425,48,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
8349,45,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
4325,27,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
4172,28,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
9220,40,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
4550,46,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
11605,24,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
8610,39,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
9601,24,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
2103,25,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
5336,29,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
8300,35,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
3759,41,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
9371,32,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
1837,38,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
9640,31,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
9965,38,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
11784,39,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
5710,28,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
607,42,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
4500,26,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
7036,33,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
1093,48,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
7861,41,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
6718,49,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
8634,25,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
10746,45,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
4487,37,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
160,27,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
203,25,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
6483,24,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
3940,35,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
8364,32,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
6103,48,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
4933,31,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
2934,41,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
1814,30,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
7647,24,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
2435,37,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
1230,39,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
11322,31,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
11679,28,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
3046,42,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
5705,28,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
11585,36,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
2915,44,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
10881,28,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
7545,29,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
3988,42,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
4251,49,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
6111,36,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
6828,48,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
9256,45,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
8076,44,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
6204,32,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
3293,32,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
4034,25,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
2725,29,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
4290,38,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
4334,39,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
2552,40,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
3877,35,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
6205,32,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
8532,47,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
8151,37,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
6879,32,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
7485,35,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
4753,36,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
4886,39,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
857,37,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
370,26,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
6539,28,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
10034,28,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
2561,46,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
3801,48,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
2640,45,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
5455,29,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
11116,27,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
4490,46,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
2347,34,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
649,34,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
6859,32,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
2781,24,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
8184,36,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
10241,40,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
10409,49,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
11516,25,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
7207,33,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
5944,40,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
8243,30,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
615,43,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
10119,27,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
2575,44,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
53,47,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
11898,42,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
3340,27,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
10033,28,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
1705,41,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
10860,42,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
7991,43,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
7915,33,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
1493,35,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
5876,36,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
11954,49,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
8159,37,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
803,46,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
4953,40,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
7743,45,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
1812,30,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
9148,31,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
990,32,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
2774,24,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
9428,41,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
2448,46,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
3513,36,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
7933,27,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
10065,36,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
219,46,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
8153,37,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
1288,29,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
3163,41,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
4678,29,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
2618,33,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
3612,39,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
43,42,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
9599,25,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
8919,25,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
8774,30,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
3792,48,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
3571,41,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
11974,30,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
1503,49,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
8047,32,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
11794,39,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
7596,49,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
3439,40,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
1892,37,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
11563,47,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
11348,30,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
10998,41,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
5255,26,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
1955,44,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
11301,43,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
5167,38,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
4814,40,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
3575,41,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
6460,36,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
1505,49,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
8470,30,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
670,27,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
6491,24,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
7048,29,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
9835,41,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
10680,44,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
1085,34,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
897,44,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
3306,37,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
11651,43,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
6239,30,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
2666,39,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
7646,24,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
3193,48,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
2890,48,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
6003,37,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
7739,32,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
9861,27,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
4739,48,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
2621,33,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
8690,40,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
6202,44,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
9266,49,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
9530,42,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
8404,46,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
5813,27,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
2,42,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
5970,33,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
2370,28,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
3804,33,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
1769,24,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
10193,33,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
8441,38,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
6079,25,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
531,24,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
10338,47,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
10374,31,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
6476,33,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
6977,24,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
10692,41,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
10944,30,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
3120,31,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
10814,47,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
6259,29,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
731,38,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
3406,37,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
2339,47,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
5991,29,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
6328,30,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
2798,36,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
8324,37,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
2565,46,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
2581,42,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
9805,43,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
8904,38,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
10183,49,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
8772,30,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
383,39,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
10759,29,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
11359,31,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
1255,47,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
2104,25,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
11245,39,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
9957,29,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
8570,43,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
11258,49,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
4994,39,0,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
10752,29,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
8993,49,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
5057,26,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
658,34,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
4434,42,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
3484,49,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
11389,36,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
5318,46,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
3816,25,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
6773,24,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
8236,30,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
10676,42,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
2546,40,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
8034,36,1,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
6479,33,1,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
1621,33,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
11304,42,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
7260,34,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
3904,43,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
1847,38,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
10675,42,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
1096,48,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
6811,45,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
8657,43,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
11040,34,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
11694,39,0,4,2,6,31,22,0,1,3,57,15,0,3,6,44,21,2,0,1,45,11
5499,30,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
11092,41,0,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
2463,26,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
10597,49,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
3700,32,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
6684,48,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
9176,46,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
11789,39,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
1788,33,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
250,27,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
7704,34,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
6314,28,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
10982,28,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
3645,28,1,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
1776,29,0,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
192,25,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
820,41,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
11552,41,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
8229,24,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
9216,40,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
10311,46,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
8890,25,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
4400,45,1,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
9115,36,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
5388,33,1,3,2,4,41,13,4,1,7,54,27,1,0,2,30,20,2,1,8,53,15
4166,28,1,2,1,2,45,29,2,2,4,34,32,1,2,1,46,35,2,1,6,48,23
9429,41,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
11225,25,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
4951,40,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
2687,40,0,3,3,1,50,11,3,1,8,33,16,3,0,7,34,20,0,2,7,31,26
4390,34,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
11739,32,0,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
3388,49,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
4927,28,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
9082,36,1,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
5552,28,0,4,2,2,51,13,1,2,8,44,16,1,3,6,53,34,2,3,5,33,35
2607,49,1,3,1,7,39,16,4,2,6,58,31,3,0,8,32,23,2,2,8,54,6
9381,26,0,2,1,4,46,35,2,3,4,56,10,3,1,7,30,39,1,2,9,35,28
238,42,0,4,1,9,58,30,0,1,5,31,14,1,3,7,47,35,0,0,7,54,11
4015,33,0,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
11728,25,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
2977,46,0,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
8225,24,0,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
10795,48,1,2,0,9,39,27,2,0,8,31,20,4,1,6,35,12,3,3,4,34,25
9544,34,1,1,1,6,46,33,4,2,7,39,25,3,0,9,56,13,1,2,2,50,12
11885,24,1,4,2,6,55,24,3,1,2,58,11,3,0,4,55,24,0,0,9,59,5
5473,37,1,4,1,7,59,25,4,3,6,32,19,2,3,3,44,38,4,2,4,35,37
