"","Expertos","Capitulos","Animes","Edad","Mujer","CantCaps","Scoremyanimelist","NEscenasCombate","NescenasEmocionantes","CalidadAnimacion","DuracionCapituloMin","RatingTV","Eleccion"
"529.5.2",529,5,2,25,1,720,8.18,9,4,2,56,17,0
"529.5.3",529,5,3,25,1,148,9.07,14,4,5,30,27,0
"529.5.4",529,5,4,25,1,113,8.04,12,2,7,55,16,1
"529.6.1",529,6,1,25,1,575,8.15,3,4,4,34,22,1
"529.6.2",529,6,2,25,1,720,8.18,0,1,8,51,18,0
"529.6.3",529,6,3,25,1,148,9.07,12,1,7,35,15,0
"529.6.4",529,6,4,25,1,113,8.04,12,3,8,47,29,0
"529.7.1",529,7,1,25,1,575,8.15,5,6,4,32,34,1
"529.7.2",529,7,2,25,1,720,8.18,5,2,4,42,22,0
"529.7.3",529,7,3,25,1,148,9.07,2,3,1,34,6,0
"529.7.4",529,7,4,25,1,113,8.04,9,3,8,51,5,0
"529.8.1",529,8,1,25,1,575,8.15,4,6,4,54,6,0
"529.8.2",529,8,2,25,1,720,8.18,8,5,2,34,5,0
"529.8.3",529,8,3,25,1,148,9.07,10,2,5,57,38,0
"529.8.4",529,8,4,25,1,113,8.04,10,3,8,40,28,1
"529.9.1",529,9,1,25,1,575,8.15,6,5,5,37,14,0
"529.9.2",529,9,2,25,1,720,8.18,9,6,8,54,12,1
"529.9.3",529,9,3,25,1,148,9.07,5,6,6,32,18,0
"529.9.4",529,9,4,25,1,113,8.04,0,5,2,33,23,0
"529.10.1",529,10,1,25,1,575,8.15,5,2,4,41,26,1
"529.10.2",529,10,2,25,1,720,8.18,11,1,3,41,11,0
"529.10.3",529,10,3,25,1,148,9.07,5,1,3,40,18,0
"529.10.4",529,10,4,25,1,113,8.04,0,6,9,49,37,0
"529.11.1",529,11,1,25,1,575,8.15,2,3,4,36,13,0
"529.11.2",529,11,2,25,1,720,8.18,3,3,7,42,10,0
"529.11.3",529,11,3,25,1,148,9.07,10,6,3,57,33,1
"529.11.4",529,11,4,25,1,113,8.04,0,1,9,44,25,0
"529.12.1",529,12,1,25,1,575,8.15,11,5,5,37,7,0
"529.12.2",529,12,2,25,1,720,8.18,8,3,1,43,37,1
"529.12.3",529,12,3,25,1,148,9.07,11,0,7,59,5,0
"529.12.4",529,12,4,25,1,113,8.04,2,0,2,30,38,0
"530.1.1",530,1,1,47,0,575,8.15,1,6,7,37,5,0
"530.1.2",530,1,2,47,0,720,8.18,3,2,7,35,31,1
"530.1.3",530,1,3,47,0,148,9.07,14,3,8,57,36,0
"530.1.4",530,1,4,47,0,113,8.04,2,3,3,57,17,0
"530.2.1",530,2,1,47,0,575,8.15,8,0,2,50,30,0
"530.2.2",530,2,2,47,0,720,8.18,4,3,4,42,19,0
"530.2.3",530,2,3,47,0,148,9.07,2,5,3,46,35,1
"530.2.4",530,2,4,47,0,113,8.04,12,1,5,38,17,0
"530.3.1",530,3,1,47,0,575,8.15,10,5,3,54,34,1
"530.3.2",530,3,2,47,0,720,8.18,10,2,7,42,11,0
"530.3.3",530,3,3,47,0,148,9.07,8,4,9,46,6,0
"530.3.4",530,3,4,47,0,113,8.04,3,2,2,42,8,0
"530.4.1",530,4,1,47,0,575,8.15,14,4,2,43,22,0
"530.4.2",530,4,2,47,0,720,8.18,14,3,2,37,24,0
"530.4.3",530,4,3,47,0,148,9.07,10,2,8,43,37,1
"530.4.4",530,4,4,47,0,113,8.04,10,0,8,43,6,0
"530.5.1",530,5,1,47,0,575,8.15,7,6,4,49,8,0
"530.5.2",530,5,2,47,0,720,8.18,9,4,2,56,17,0
"530.5.3",530,5,3,47,0,148,9.07,14,4,5,30,27,0
"530.5.4",530,5,4,47,0,113,8.04,12,2,7,55,16,1
"530.6.1",530,6,1,47,0,575,8.15,3,4,4,34,22,1
"530.6.2",530,6,2,47,0,720,8.18,0,1,8,51,18,0
"530.6.3",530,6,3,47,0,148,9.07,12,1,7,35,15,0
"530.6.4",530,6,4,47,0,113,8.04,12,3,8,47,29,0
"530.7.1",530,7,1,47,0,575,8.15,5,6,4,32,34,1
"530.7.2",530,7,2,47,0,720,8.18,5,2,4,42,22,0
"530.7.3",530,7,3,47,0,148,9.07,2,3,1,34,6,0
"530.7.4",530,7,4,47,0,113,8.04,9,3,8,51,5,0
"530.8.1",530,8,1,47,0,575,8.15,4,6,4,54,6,0
"530.8.2",530,8,2,47,0,720,8.18,8,5,2,34,5,0
"530.8.3",530,8,3,47,0,148,9.07,10,2,5,57,38,0
"530.8.4",530,8,4,47,0,113,8.04,10,3,8,40,28,1
"530.9.1",530,9,1,47,0,575,8.15,6,5,5,37,14,0
"530.9.2",530,9,2,47,0,720,8.18,9,6,8,54,12,1
"530.9.3",530,9,3,47,0,148,9.07,5,6,6,32,18,0
"530.9.4",530,9,4,47,0,113,8.04,0,5,2,33,23,0
"530.10.1",530,10,1,47,0,575,8.15,5,2,4,41,26,1
"530.10.2",530,10,2,47,0,720,8.18,11,1,3,41,11,0
"530.10.3",530,10,3,47,0,148,9.07,5,1,3,40,18,0
"530.10.4",530,10,4,47,0,113,8.04,0,6,9,49,37,0
"530.11.1",530,11,1,47,0,575,8.15,2,3,4,36,13,0
"530.11.2",530,11,2,47,0,720,8.18,3,3,7,42,10,0
"530.11.3",530,11,3,47,0,148,9.07,10,6,3,57,33,1
"530.11.4",530,11,4,47,0,113,8.04,0,1,9,44,25,0
"530.12.1",530,12,1,47,0,575,8.15,11,5,5,37,7,0
"530.12.2",530,12,2,47,0,720,8.18,8,3,1,43,37,1
"530.12.3",530,12,3,47,0,148,9.07,11,0,7,59,5,0
"530.12.4",530,12,4,47,0,113,8.04,2,0,2,30,38,0
"531.1.1",531,1,1,30,0,575,8.15,1,6,7,37,5,0
"531.1.2",531,1,2,30,0,720,8.18,3,2,7,35,31,1
"531.1.3",531,1,3,30,0,148,9.07,14,3,8,57,36,0
"531.1.4",531,1,4,30,0,113,8.04,2,3,3,57,17,0
"531.2.1",531,2,1,30,0,575,8.15,8,0,2,50,30,0
"531.2.2",531,2,2,30,0,720,8.18,4,3,4,42,19,0
"531.2.3",531,2,3,30,0,148,9.07,2,5,3,46,35,1
"531.2.4",531,2,4,30,0,113,8.04,12,1,5,38,17,0
"531.3.1",531,3,1,30,0,575,8.15,10,5,3,54,34,1
"531.3.2",531,3,2,30,0,720,8.18,10,2,7,42,11,0
"531.3.3",531,3,3,30,0,148,9.07,8,4,9,46,6,0
"531.3.4",531,3,4,30,0,113,8.04,3,2,2,42,8,0
"531.4.1",531,4,1,30,0,575,8.15,14,4,2,43,22,0
"531.4.2",531,4,2,30,0,720,8.18,14,3,2,37,24,0
"531.4.3",531,4,3,30,0,148,9.07,10,2,8,43,37,1
"531.4.4",531,4,4,30,0,113,8.04,10,0,8,43,6,0
"531.5.1",531,5,1,30,0,575,8.15,7,6,4,49,8,0
"531.5.2",531,5,2,30,0,720,8.18,9,4,2,56,17,0
"531.5.3",531,5,3,30,0,148,9.07,14,4,5,30,27,0
"531.5.4",531,5,4,30,0,113,8.04,12,2,7,55,16,1
"531.6.1",531,6,1,30,0,575,8.15,3,4,4,34,22,1
"531.6.2",531,6,2,30,0,720,8.18,0,1,8,51,18,0
"531.6.3",531,6,3,30,0,148,9.07,12,1,7,35,15,0
"531.6.4",531,6,4,30,0,113,8.04,12,3,8,47,29,0
"531.7.1",531,7,1,30,0,575,8.15,5,6,4,32,34,0
"531.7.2",531,7,2,30,0,720,8.18,5,2,4,42,22,0
"531.7.3",531,7,3,30,0,148,9.07,2,3,1,34,6,0
"531.7.4",531,7,4,30,0,113,8.04,9,3,8,51,5,1
"531.8.1",531,8,1,30,0,575,8.15,4,6,4,54,6,0
"531.8.2",531,8,2,30,0,720,8.18,8,5,2,34,5,0
"531.8.3",531,8,3,30,0,148,9.07,10,2,5,57,38,0
"531.8.4",531,8,4,30,0,113,8.04,10,3,8,40,28,1
"531.9.1",531,9,1,30,0,575,8.15,6,5,5,37,14,0
"531.9.2",531,9,2,30,0,720,8.18,9,6,8,54,12,1
"531.9.3",531,9,3,30,0,148,9.07,5,6,6,32,18,0
"531.9.4",531,9,4,30,0,113,8.04,0,5,2,33,23,0
"531.10.1",531,10,1,30,0,575,8.15,5,2,4,41,26,1
"531.10.2",531,10,2,30,0,720,8.18,11,1,3,41,11,0
"531.10.3",531,10,3,30,0,148,9.07,5,1,3,40,18,0
"531.10.4",531,10,4,30,0,113,8.04,0,6,9,49,37,0
"531.11.1",531,11,1,30,0,575,8.15,2,3,4,36,13,0
"531.11.2",531,11,2,30,0,720,8.18,3,3,7,42,10,0
"531.11.3",531,11,3,30,0,148,9.07,10,6,3,57,33,1
"531.11.4",531,11,4,30,0,113,8.04,0,1,9,44,25,0
"531.12.1",531,12,1,30,0,575,8.15,11,5,5,37,7,0
"531.12.2",531,12,2,30,0,720,8.18,8,3,1,43,37,1
"531.12.3",531,12,3,30,0,148,9.07,11,0,7,59,5,0
"531.12.4",531,12,4,30,0,113,8.04,2,0,2,30,38,0
"532.1.1",532,1,1,32,1,575,8.15,1,6,7,37,5,0
"532.1.2",532,1,2,32,1,720,8.18,3,2,7,35,31,1
"532.1.3",532,1,3,32,1,148,9.07,14,3,8,57,36,0
"532.1.4",532,1,4,32,1,113,8.04,2,3,3,57,17,0
"532.2.1",532,2,1,32,1,575,8.15,8,0,2,50,30,0
"532.2.2",532,2,2,32,1,720,8.18,4,3,4,42,19,0
"532.2.3",532,2,3,32,1,148,9.07,2,5,3,46,35,1
"532.2.4",532,2,4,32,1,113,8.04,12,1,5,38,17,0
"532.3.1",532,3,1,32,1,575,8.15,10,5,3,54,34,1
"532.3.2",532,3,2,32,1,720,8.18,10,2,7,42,11,0
"532.3.3",532,3,3,32,1,148,9.07,8,4,9,46,6,0
"532.3.4",532,3,4,32,1,113,8.04,3,2,2,42,8,0
"532.4.1",532,4,1,32,1,575,8.15,14,4,2,43,22,0
"532.4.2",532,4,2,32,1,720,8.18,14,3,2,37,24,0
"532.4.3",532,4,3,32,1,148,9.07,10,2,8,43,37,1
"532.4.4",532,4,4,32,1,113,8.04,10,0,8,43,6,0
"532.5.1",532,5,1,32,1,575,8.15,7,6,4,49,8,0
"532.5.2",532,5,2,32,1,720,8.18,9,4,2,56,17,0
"532.5.3",532,5,3,32,1,148,9.07,14,4,5,30,27,0
"532.5.4",532,5,4,32,1,113,8.04,12,2,7,55,16,1
"532.6.1",532,6,1,32,1,575,8.15,3,4,4,34,22,1
"532.6.2",532,6,2,32,1,720,8.18,0,1,8,51,18,0
"532.6.3",532,6,3,32,1,148,9.07,12,1,7,35,15,0
"532.6.4",532,6,4,32,1,113,8.04,12,3,8,47,29,0
"532.7.1",532,7,1,32,1,575,8.15,5,6,4,32,34,1
"532.7.2",532,7,2,32,1,720,8.18,5,2,4,42,22,0
"532.7.3",532,7,3,32,1,148,9.07,2,3,1,34,6,0
"532.7.4",532,7,4,32,1,113,8.04,9,3,8,51,5,0
"532.8.1",532,8,1,32,1,575,8.15,4,6,4,54,6,0
"532.8.2",532,8,2,32,1,720,8.18,8,5,2,34,5,0
"532.8.3",532,8,3,32,1,148,9.07,10,2,5,57,38,0
"532.8.4",532,8,4,32,1,113,8.04,10,3,8,40,28,1
"532.9.1",532,9,1,32,1,575,8.15,6,5,5,37,14,0
"532.9.2",532,9,2,32,1,720,8.18,9,6,8,54,12,1
"532.9.3",532,9,3,32,1,148,9.07,5,6,6,32,18,0
"532.9.4",532,9,4,32,1,113,8.04,0,5,2,33,23,0
"532.10.1",532,10,1,32,1,575,8.15,5,2,4,41,26,1
"532.10.2",532,10,2,32,1,720,8.18,11,1,3,41,11,0
"532.10.3",532,10,3,32,1,148,9.07,5,1,3,40,18,0
"532.10.4",532,10,4,32,1,113,8.04,0,6,9,49,37,0
"532.11.1",532,11,1,32,1,575,8.15,2,3,4,36,13,0
"532.11.2",532,11,2,32,1,720,8.18,3,3,7,42,10,0
"532.11.3",532,11,3,32,1,148,9.07,10,6,3,57,33,1
"532.11.4",532,11,4,32,1,113,8.04,0,1,9,44,25,0
"532.12.1",532,12,1,32,1,575,8.15,11,5,5,37,7,0
"532.12.2",532,12,2,32,1,720,8.18,8,3,1,43,37,1
"532.12.3",532,12,3,32,1,148,9.07,11,0,7,59,5,0
"532.12.4",532,12,4,32,1,113,8.04,2,0,2,30,38,0
"533.1.1",533,1,1,49,0,575,8.15,1,6,7,37,5,0
"533.1.2",533,1,2,49,0,720,8.18,3,2,7,35,31,1
"533.1.3",533,1,3,49,0,148,9.07,14,3,8,57,36,0
"533.1.4",533,1,4,49,0,113,8.04,2,3,3,57,17,0
"533.2.1",533,2,1,49,0,575,8.15,8,0,2,50,30,0
"533.2.2",533,2,2,49,0,720,8.18,4,3,4,42,19,0
"533.2.3",533,2,3,49,0,148,9.07,2,5,3,46,35,1
"533.2.4",533,2,4,49,0,113,8.04,12,1,5,38,17,0
"533.3.1",533,3,1,49,0,575,8.15,10,5,3,54,34,1
"533.3.2",533,3,2,49,0,720,8.18,10,2,7,42,11,0
"533.3.3",533,3,3,49,0,148,9.07,8,4,9,46,6,0
"533.3.4",533,3,4,49,0,113,8.04,3,2,2,42,8,0
"533.4.1",533,4,1,49,0,575,8.15,14,4,2,43,22,0
"533.4.2",533,4,2,49,0,720,8.18,14,3,2,37,24,0
"533.4.3",533,4,3,49,0,148,9.07,10,2,8,43,37,1
"533.4.4",533,4,4,49,0,113,8.04,10,0,8,43,6,0
"533.5.1",533,5,1,49,0,575,8.15,7,6,4,49,8,0
"533.5.2",533,5,2,49,0,720,8.18,9,4,2,56,17,0
"533.5.3",533,5,3,49,0,148,9.07,14,4,5,30,27,0
"533.5.4",533,5,4,49,0,113,8.04,12,2,7,55,16,1
"533.6.1",533,6,1,49,0,575,8.15,3,4,4,34,22,1
"533.6.2",533,6,2,49,0,720,8.18,0,1,8,51,18,0
"533.6.3",533,6,3,49,0,148,9.07,12,1,7,35,15,0
"533.6.4",533,6,4,49,0,113,8.04,12,3,8,47,29,0
"533.7.1",533,7,1,49,0,575,8.15,5,6,4,32,34,1
"533.7.2",533,7,2,49,0,720,8.18,5,2,4,42,22,0
"533.7.3",533,7,3,49,0,148,9.07,2,3,1,34,6,0
"533.7.4",533,7,4,49,0,113,8.04,9,3,8,51,5,0
"533.8.1",533,8,1,49,0,575,8.15,4,6,4,54,6,0
"533.8.2",533,8,2,49,0,720,8.18,8,5,2,34,5,0
"533.8.3",533,8,3,49,0,148,9.07,10,2,5,57,38,0
"533.8.4",533,8,4,49,0,113,8.04,10,3,8,40,28,1
"533.9.1",533,9,1,49,0,575,8.15,6,5,5,37,14,0
"533.9.2",533,9,2,49,0,720,8.18,9,6,8,54,12,1
"533.9.3",533,9,3,49,0,148,9.07,5,6,6,32,18,0
"533.9.4",533,9,4,49,0,113,8.04,0,5,2,33,23,0
"533.10.1",533,10,1,49,0,575,8.15,5,2,4,41,26,1
"533.10.2",533,10,2,49,0,720,8.18,11,1,3,41,11,0
"533.10.3",533,10,3,49,0,148,9.07,5,1,3,40,18,0
"533.10.4",533,10,4,49,0,113,8.04,0,6,9,49,37,0
"533.11.1",533,11,1,49,0,575,8.15,2,3,4,36,13,0
"533.11.2",533,11,2,49,0,720,8.18,3,3,7,42,10,0
"533.11.3",533,11,3,49,0,148,9.07,10,6,3,57,33,1
"533.11.4",533,11,4,49,0,113,8.04,0,1,9,44,25,0
"533.12.1",533,12,1,49,0,575,8.15,11,5,5,37,7,0
"533.12.2",533,12,2,49,0,720,8.18,8,3,1,43,37,1
"533.12.3",533,12,3,49,0,148,9.07,11,0,7,59,5,0
"533.12.4",533,12,4,49,0,113,8.04,2,0,2,30,38,0
"534.1.1",534,1,1,43,1,575,8.15,1,6,7,37,5,0
"534.1.2",534,1,2,43,1,720,8.18,3,2,7,35,31,1
"534.1.3",534,1,3,43,1,148,9.07,14,3,8,57,36,0
"534.1.4",534,1,4,43,1,113,8.04,2,3,3,57,17,0
"534.2.1",534,2,1,43,1,575,8.15,8,0,2,50,30,0
"534.2.2",534,2,2,43,1,720,8.18,4,3,4,42,19,0
"534.2.3",534,2,3,43,1,148,9.07,2,5,3,46,35,1
"534.2.4",534,2,4,43,1,113,8.04,12,1,5,38,17,0
"534.3.1",534,3,1,43,1,575,8.15,10,5,3,54,34,1
"534.3.2",534,3,2,43,1,720,8.18,10,2,7,42,11,0
"534.3.3",534,3,3,43,1,148,9.07,8,4,9,46,6,0
"534.3.4",534,3,4,43,1,113,8.04,3,2,2,42,8,0
"534.4.1",534,4,1,43,1,575,8.15,14,4,2,43,22,0
"534.4.2",534,4,2,43,1,720,8.18,14,3,2,37,24,0
"534.4.3",534,4,3,43,1,148,9.07,10,2,8,43,37,1
"534.4.4",534,4,4,43,1,113,8.04,10,0,8,43,6,0
"534.5.1",534,5,1,43,1,575,8.15,7,6,4,49,8,0
"534.5.2",534,5,2,43,1,720,8.18,9,4,2,56,17,0
"534.5.3",534,5,3,43,1,148,9.07,14,4,5,30,27,0
"534.5.4",534,5,4,43,1,113,8.04,12,2,7,55,16,1
"534.6.1",534,6,1,43,1,575,8.15,3,4,4,34,22,1
"534.6.2",534,6,2,43,1,720,8.18,0,1,8,51,18,0
"534.6.3",534,6,3,43,1,148,9.07,12,1,7,35,15,0
"534.6.4",534,6,4,43,1,113,8.04,12,3,8,47,29,0
"534.7.1",534,7,1,43,1,575,8.15,5,6,4,32,34,1
"534.7.2",534,7,2,43,1,720,8.18,5,2,4,42,22,0
"534.7.3",534,7,3,43,1,148,9.07,2,3,1,34,6,0
"534.7.4",534,7,4,43,1,113,8.04,9,3,8,51,5,0
"534.8.1",534,8,1,43,1,575,8.15,4,6,4,54,6,0
"534.8.2",534,8,2,43,1,720,8.18,8,5,2,34,5,0
"534.8.3",534,8,3,43,1,148,9.07,10,2,5,57,38,0
"534.8.4",534,8,4,43,1,113,8.04,10,3,8,40,28,1
"534.9.1",534,9,1,43,1,575,8.15,6,5,5,37,14,0
"534.9.2",534,9,2,43,1,720,8.18,9,6,8,54,12,1
"534.9.3",534,9,3,43,1,148,9.07,5,6,6,32,18,0
"534.9.4",534,9,4,43,1,113,8.04,0,5,2,33,23,0
"534.10.1",534,10,1,43,1,575,8.15,5,2,4,41,26,1
"534.10.2",534,10,2,43,1,720,8.18,11,1,3,41,11,0
"534.10.3",534,10,3,43,1,148,9.07,5,1,3,40,18,0
"534.10.4",534,10,4,43,1,113,8.04,0,6,9,49,37,0
"534.11.1",534,11,1,43,1,575,8.15,2,3,4,36,13,0
"534.11.2",534,11,2,43,1,720,8.18,3,3,7,42,10,0
"534.11.3",534,11,3,43,1,148,9.07,10,6,3,57,33,1
"534.11.4",534,11,4,43,1,113,8.04,0,1,9,44,25,0
"534.12.1",534,12,1,43,1,575,8.15,11,5,5,37,7,0
"534.12.2",534,12,2,43,1,720,8.18,8,3,1,43,37,1
"534.12.3",534,12,3,43,1,148,9.07,11,0,7,59,5,0
"534.12.4",534,12,4,43,1,113,8.04,2,0,2,30,38,0
"535.1.1",535,1,1,25,0,575,8.15,1,6,7,37,5,0
"535.1.2",535,1,2,25,0,720,8.18,3,2,7,35,31,1
"535.1.3",535,1,3,25,0,148,9.07,14,3,8,57,36,0
"535.1.4",535,1,4,25,0,113,8.04,2,3,3,57,17,0
"535.2.1",535,2,1,25,0,575,8.15,8,0,2,50,30,0
"535.2.2",535,2,2,25,0,720,8.18,4,3,4,42,19,0
"535.2.3",535,2,3,25,0,148,9.07,2,5,3,46,35,1
"535.2.4",535,2,4,25,0,113,8.04,12,1,5,38,17,0
"535.3.1",535,3,1,25,0,575,8.15,10,5,3,54,34,1
"535.3.2",535,3,2,25,0,720,8.18,10,2,7,42,11,0
"535.3.3",535,3,3,25,0,148,9.07,8,4,9,46,6,0
"535.3.4",535,3,4,25,0,113,8.04,3,2,2,42,8,0
"535.4.1",535,4,1,25,0,575,8.15,14,4,2,43,22,0
"535.4.2",535,4,2,25,0,720,8.18,14,3,2,37,24,0
"535.4.3",535,4,3,25,0,148,9.07,10,2,8,43,37,1
"535.4.4",535,4,4,25,0,113,8.04,10,0,8,43,6,0
"535.5.1",535,5,1,25,0,575,8.15,7,6,4,49,8,0
"535.5.2",535,5,2,25,0,720,8.18,9,4,2,56,17,0
"535.5.3",535,5,3,25,0,148,9.07,14,4,5,30,27,0
"535.5.4",535,5,4,25,0,113,8.04,12,2,7,55,16,1
"535.6.1",535,6,1,25,0,575,8.15,3,4,4,34,22,1
"535.6.2",535,6,2,25,0,720,8.18,0,1,8,51,18,0
"535.6.3",535,6,3,25,0,148,9.07,12,1,7,35,15,0
"535.6.4",535,6,4,25,0,113,8.04,12,3,8,47,29,0
"535.7.1",535,7,1,25,0,575,8.15,5,6,4,32,34,1
"535.7.2",535,7,2,25,0,720,8.18,5,2,4,42,22,0
"535.7.3",535,7,3,25,0,148,9.07,2,3,1,34,6,0
"535.7.4",535,7,4,25,0,113,8.04,9,3,8,51,5,0
"535.8.1",535,8,1,25,0,575,8.15,4,6,4,54,6,0
"535.8.2",535,8,2,25,0,720,8.18,8,5,2,34,5,0
"535.8.3",535,8,3,25,0,148,9.07,10,2,5,57,38,0
"535.8.4",535,8,4,25,0,113,8.04,10,3,8,40,28,1
"535.9.1",535,9,1,25,0,575,8.15,6,5,5,37,14,0
"535.9.2",535,9,2,25,0,720,8.18,9,6,8,54,12,1
"535.9.3",535,9,3,25,0,148,9.07,5,6,6,32,18,0
"535.9.4",535,9,4,25,0,113,8.04,0,5,2,33,23,0
"535.10.1",535,10,1,25,0,575,8.15,5,2,4,41,26,1
"535.10.2",535,10,2,25,0,720,8.18,11,1,3,41,11,0
"535.10.3",535,10,3,25,0,148,9.07,5,1,3,40,18,0
"535.10.4",535,10,4,25,0,113,8.04,0,6,9,49,37,0
"535.11.1",535,11,1,25,0,575,8.15,2,3,4,36,13,0
"535.11.2",535,11,2,25,0,720,8.18,3,3,7,42,10,0
"535.11.3",535,11,3,25,0,148,9.07,10,6,3,57,33,1
"535.11.4",535,11,4,25,0,113,8.04,0,1,9,44,25,0
"535.12.1",535,12,1,25,0,575,8.15,11,5,5,37,7,0
"535.12.2",535,12,2,25,0,720,8.18,8,3,1,43,37,1
"535.12.3",535,12,3,25,0,148,9.07,11,0,7,59,5,0
"535.12.4",535,12,4,25,0,113,8.04,2,0,2,30,38,0
"536.1.1",536,1,1,32,0,575,8.15,1,6,7,37,5,0
"536.1.2",536,1,2,32,0,720,8.18,3,2,7,35,31,1
"536.1.3",536,1,3,32,0,148,9.07,14,3,8,57,36,0
"536.1.4",536,1,4,32,0,113,8.04,2,3,3,57,17,0
"536.2.1",536,2,1,32,0,575,8.15,8,0,2,50,30,0
"536.2.2",536,2,2,32,0,720,8.18,4,3,4,42,19,0
"536.2.3",536,2,3,32,0,148,9.07,2,5,3,46,35,1
"536.2.4",536,2,4,32,0,113,8.04,12,1,5,38,17,0
"536.3.1",536,3,1,32,0,575,8.15,10,5,3,54,34,1
"536.3.2",536,3,2,32,0,720,8.18,10,2,7,42,11,0
"536.3.3",536,3,3,32,0,148,9.07,8,4,9,46,6,0
"536.3.4",536,3,4,32,0,113,8.04,3,2,2,42,8,0
"536.4.1",536,4,1,32,0,575,8.15,14,4,2,43,22,0
"536.4.2",536,4,2,32,0,720,8.18,14,3,2,37,24,0
"536.4.3",536,4,3,32,0,148,9.07,10,2,8,43,37,1
"536.4.4",536,4,4,32,0,113,8.04,10,0,8,43,6,0
"536.5.1",536,5,1,32,0,575,8.15,7,6,4,49,8,0
"536.5.2",536,5,2,32,0,720,8.18,9,4,2,56,17,0
"536.5.3",536,5,3,32,0,148,9.07,14,4,5,30,27,0
"536.5.4",536,5,4,32,0,113,8.04,12,2,7,55,16,1
"536.6.1",536,6,1,32,0,575,8.15,3,4,4,34,22,1
"536.6.2",536,6,2,32,0,720,8.18,0,1,8,51,18,0
"536.6.3",536,6,3,32,0,148,9.07,12,1,7,35,15,0
"536.6.4",536,6,4,32,0,113,8.04,12,3,8,47,29,0
"536.7.1",536,7,1,32,0,575,8.15,5,6,4,32,34,1
"536.7.2",536,7,2,32,0,720,8.18,5,2,4,42,22,0
"536.7.3",536,7,3,32,0,148,9.07,2,3,1,34,6,0
"536.7.4",536,7,4,32,0,113,8.04,9,3,8,51,5,0
"536.8.1",536,8,1,32,0,575,8.15,4,6,4,54,6,0
"536.8.2",536,8,2,32,0,720,8.18,8,5,2,34,5,0
"536.8.3",536,8,3,32,0,148,9.07,10,2,5,57,38,0
"536.8.4",536,8,4,32,0,113,8.04,10,3,8,40,28,1
"536.9.1",536,9,1,32,0,575,8.15,6,5,5,37,14,0
"536.9.2",536,9,2,32,0,720,8.18,9,6,8,54,12,1
"536.9.3",536,9,3,32,0,148,9.07,5,6,6,32,18,0
"536.9.4",536,9,4,32,0,113,8.04,0,5,2,33,23,0
"536.10.1",536,10,1,32,0,575,8.15,5,2,4,41,26,1
"536.10.2",536,10,2,32,0,720,8.18,11,1,3,41,11,0
"536.10.3",536,10,3,32,0,148,9.07,5,1,3,40,18,0
"536.10.4",536,10,4,32,0,113,8.04,0,6,9,49,37,0
"536.11.1",536,11,1,32,0,575,8.15,2,3,4,36,13,0
"536.11.2",536,11,2,32,0,720,8.18,3,3,7,42,10,0
"536.11.3",536,11,3,32,0,148,9.07,10,6,3,57,33,1
"536.11.4",536,11,4,32,0,113,8.04,0,1,9,44,25,0
"536.12.1",536,12,1,32,0,575,8.15,11,5,5,37,7,0
"536.12.2",536,12,2,32,0,720,8.18,8,3,1,43,37,1
"536.12.3",536,12,3,32,0,148,9.07,11,0,7,59,5,0
"536.12.4",536,12,4,32,0,113,8.04,2,0,2,30,38,0
"537.1.1",537,1,1,26,0,575,8.15,1,6,7,37,5,0
"537.1.2",537,1,2,26,0,720,8.18,3,2,7,35,31,1
"537.1.3",537,1,3,26,0,148,9.07,14,3,8,57,36,0
"537.1.4",537,1,4,26,0,113,8.04,2,3,3,57,17,0
"537.2.1",537,2,1,26,0,575,8.15,8,0,2,50,30,0
"537.2.2",537,2,2,26,0,720,8.18,4,3,4,42,19,0
"537.2.3",537,2,3,26,0,148,9.07,2,5,3,46,35,1
"537.2.4",537,2,4,26,0,113,8.04,12,1,5,38,17,0
"537.3.1",537,3,1,26,0,575,8.15,10,5,3,54,34,1
"537.3.2",537,3,2,26,0,720,8.18,10,2,7,42,11,0
"537.3.3",537,3,3,26,0,148,9.07,8,4,9,46,6,0
"537.3.4",537,3,4,26,0,113,8.04,3,2,2,42,8,0
"537.4.1",537,4,1,26,0,575,8.15,14,4,2,43,22,0
"537.4.2",537,4,2,26,0,720,8.18,14,3,2,37,24,0
"537.4.3",537,4,3,26,0,148,9.07,10,2,8,43,37,1
"537.4.4",537,4,4,26,0,113,8.04,10,0,8,43,6,0
"537.5.1",537,5,1,26,0,575,8.15,7,6,4,49,8,0
"537.5.2",537,5,2,26,0,720,8.18,9,4,2,56,17,0
"537.5.3",537,5,3,26,0,148,9.07,14,4,5,30,27,0
"537.5.4",537,5,4,26,0,113,8.04,12,2,7,55,16,1
"537.6.1",537,6,1,26,0,575,8.15,3,4,4,34,22,1
"537.6.2",537,6,2,26,0,720,8.18,0,1,8,51,18,0
"537.6.3",537,6,3,26,0,148,9.07,12,1,7,35,15,0
"537.6.4",537,6,4,26,0,113,8.04,12,3,8,47,29,0
"537.7.1",537,7,1,26,0,575,8.15,5,6,4,32,34,1
"537.7.2",537,7,2,26,0,720,8.18,5,2,4,42,22,0
"537.7.3",537,7,3,26,0,148,9.07,2,3,1,34,6,0
"537.7.4",537,7,4,26,0,113,8.04,9,3,8,51,5,0
"537.8.1",537,8,1,26,0,575,8.15,4,6,4,54,6,0
"537.8.2",537,8,2,26,0,720,8.18,8,5,2,34,5,0
